tp_title,tpf_title,tcd_title,nwp_tc_id,nwp_title,status,val_env,automation,owner_team,nwp_cmd,from_id,dmr_tc_id,dmr_tc_title,tr_count,dmr_tr_id,dmr_tr_date,dmr_cmd,all_dmr_cmds,match_type
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Cross-products,22022422010,Socket rapl x Pmax,open,virtual_platform,yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019703152,14019703152,Socket rapl x Pmax,1,14022141630,2025-07-11,thermalManagement.py,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Cross-products,22022422013,Socket rapl x Prochot,open,virtual_platform,yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019703144,14019703144,Socket rapl x Prochot,1,14022141643,2025-07-11,thermalManagement.py,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Cross-products,22022422015,Socket rapl x SST TF,open,virtual_platform,yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019703160,14019703160,Socket rapl x SST,1,14022141668,2025-07-11,thermalManagement.py,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Fuse and Bios knobs,22022422017,RAPL - Checkout fuses related to RAPL,open,"silicon,virtual_platform",yes,soc.pm,flexconPM.py,14019702124,14019702124,RAPL - Checkout fuses related to RAPL,2,22020938918,2025-09-03,,mem_thermals_debug.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Fuse and Bios knobs,22022422018,RAPL BIOS Knobs Verification,open,"silicon,virtual_platform",yes,soc.pm,flexconPM,14019702157,14019702157,RAPL BIOS Knobs Verification,2,22020938919,2025-08-28,flexconPM,flexconPM | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL HPM Verification,22022422019,RAPL HPM verification,open,"emulation.hsle,silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702991,14019702991,RAPL HPM verification,2,22020938637,2025-08-28,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422023,RAPL Energy status reporting,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702874,14019702874,RAPL Energy status reporting,2,22020938920,2025-08-28,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422029,RAPL MSR checks - Negative test case,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,16023021634,16023021634,RAPL MSR checks - Negative test case,2,22020938921,2025-08-28,pythonsv,mem_thermals_debug.py | pythonsv,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422032,RAPL PEM (PnP Excursion Monitor),open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702946,14019702946,RAPL PEM (PnP Excursion Monitor),2,22020938638,2025-08-28,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422034,RAPL PL1/PL2 limits and Tau Verification,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702859,14019702859,RAPL PL1/PL2 limits and Tau Verification,2,22020938955,2025-09-10,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422036,RAPL Perf limit reasons - Fine & Coarse,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702906,14019702906,RAPL Perf limit reasons - Fine & Coarse,2,22020938639,2025-09-10,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422038,RAPL Perf status,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702897,14019702897,RAPL Perf status,2,22020938640,2025-08-28,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL Registers Verification - CSR and TPMI,22022422040,Socket Rapl verification - OOB,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702960,14019702960,Socket Rapl verification - OOB,2,22020938641,2025-08-31,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Socket RAPL,Socket RAPL SVID Reporting Verification,22022422042,RAPL IMON Addressing and Telemetry,open,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,14019702265,14019702265,RAPL IMON Addressing and Telemetry,19,22022615313,2026-06-30,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3,python runPmx.py -x dmr.xml -p cpu_rapl -tM 6 -M 3 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Algorithm Scenarios,22022421720,DRAM RAPL - Power Limits Sweep verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018499089,22018499089,DRAM RAPL - Power Limits Sweep verification,3,14025239557,2025-10-08,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Algorithm Scenarios,22022421721,DRAM RAPL - Power Limits Sweep verification_Simics,rejected,emulation.hsle,,pss.val,,14021006915,14021006915,DRAM RAPL - Power Limits Sweep verification_Simics,2,14021795225,2025-07-17,"Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ;","Uniqueness w.r.t flow? ROI?;
RTL Risk (H/M/L) ;
FW Risk (H/M/L) ; | thermalManagement.py",direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Bios Knob Verification,22022421722,DRAM RAPL Lock Bit Bios Knob Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498960,22018498960,DRAM RAPL Lock Bit Bios Knob Verification,2,22020938588,2025-09-08,dram_rapl.py,dram_rapl.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Cross Products,22022421726,DRAM RAPL Cross DRAM Thermals,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p mem_traffic -p dram_rapl -p cltt_tsod -tM 60 -M 5 --retry_count 2,22018499085,22018499085,DRAM RAPL Cross DRAM Thermals,25,22022615430,2026-07-02,runPmx.py -x dmr.xml -p mem_traffic -p dram_rapl -p cltt_tsod -tM 60 -M 5 --retry_count 2,dram_rapl_pm.py | runPmx.py -x dmr.xml -p mem_traffic -p dram_rapl -p cltt_tsod -tM 60 -M 5 --retry_count 2 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Cross Products,22022421730,DRAM RAPL Cross LPM Modes,rejected,virtual_platform,yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018499079,22018499079,DRAM RAPL Cross LPM Modes,1,14022141666,2025-05-07,thermalManagement.py,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Cross Products,22022421734,DRAM RAPL Cross Memory Traffic,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p mem_traffic -p dram_rapl -tM 60 -M 5 --retry_count 2,22018499076,22018499076,DRAM RAPL Cross Memory Traffic,25,22022738723,2026-06-25,runPmx.py -x dmr.xml -p mem_traffic -p dram_rapl -tM 60 -M 5 --retry_count 2,dram_rapl_pmx.py | runPmx.py -x dmr.xml -p mem_traffic -p dram_rapl -tM 60 -M 5 --retry_count 2 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Cross Products,22022421736,DRAM RAPL Cross Shallow Self Refresh,rejected,virtual_platform,yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -p ssr -tM 60 -M 5 --retry_count 2,22018499084,22018499084,DRAM RAPL Cross Shallow Self Refresh,24,22022615440,2026-07-02,runPmx.py -x dmr.xml -p dram_rapl -p ssr -tM 60 -M 5 --retry_count 2,runPmx.py -x dmr.xml -p dram_rapl -p ssr -tM 60 -M 5 --retry_count 2 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Cross Products,22022421746,DRAM RAPL Cross Socket RAPL,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -p cpu_rapl -tM 60 -M 5 --retry_count 2,22018499083,22018499083,DRAM RAPL Cross Socket RAPL,25,22022615443,2026-06-30,runPmx.py -x dmr.xml -p dram_rapl -p cpu_rapl -tM 60 -M 5 --retry_count 2,dram_rapl_pmx.py | runPmx.py -x dmr.xml -p dram_rapl -p cpu_rapl -tM 60 -M 5 --retry_count 2 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Fuse Verification,22022421750,DRAM RAPL Disable Fuse Verification,rejected,"silicon,virtual_platform",yes,soc.pm,flexcon_pm.py,22018498542,22018498542,DRAM RAPL Disable Fuse Verification,2,22020938589,2025-09-08,dram_rapl.py,dram_rapl.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Fuse Verification,16030715645,[PSS]DRAM RAPL ZBB Negative Checks,open,,,soc.pm,,,,,0,,,,,no-from-id
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL HPM Message Verification,22022421751,DRAM RAPL HPM Message - DRAM RAPL LIMIT Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498964,22018498964,DRAM RAPL HPM Message - DRAM RAPL LIMIT Verification,10,22021635446,2026-05-16,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL HPM Message Verification,22022421752,DRAM RAPL HPM Message - TELE_MC_THROTTLE_COUNT Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498966,22018498966,DRAM RAPL HPM Message - TELE_MC_THROTTLE_COUNT Verification,2,22020938887,2025-07-08,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Registers Verification,22022421753,DRAM RAPL ENERGY STATUS Register Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498623,22018498623,DRAM RAPL ENERGY STATUS Register Verification,2,22020938590,2025-09-10,dram_rapl.py,dram_rapl.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Registers Verification,22022421754,DRAM RAPL PERF STATUS Register Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498917,22018498917,DRAM RAPL PERF STATUS Register Verification,2,22020938591,2025-09-11,dram_rapl.py,dram_rapl.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Registers Verification,22022421755,DRAM RAPL POWER INFO Register Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498955,22018498955,DRAM RAPL POWER INFO Register Verification,2,22020938592,2025-09-11,dram_rapl.py,dram_rapl.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Registers Verification,22022421756,DRAM RAPL POWER LIMIT Register Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018498939,22018498939,DRAM RAPL POWER LIMIT Register Verification,2,22020938593,2025-09-11,dram_rapl.py,dram_rapl.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL SVID Reporting,22022421758,DRAM RAPL PMON Reporting Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018499049,22018499049,DRAM RAPL PMON Reporting Verification,2,22020938597,2025-09-11,"dram_rapl.py,PMON","dram_rapl.py,PMON | thermalManagement.py",direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL SVID Reporting,22022421759,DRAM RAPL PMON addressing Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018499048,22018499048,DRAM RAPL PMON addressing Verification,2,22020938594,2025-09-11,"dram_rapl.py,PMON","dram_rapl.py,PMON | thermalManagement.py",direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] DRAM RAPL,DRAM RAPL Telemetry,22022421761,DRAM RAPL Telemetry Reporting Verification,rejected,"silicon,virtual_platform",yes,soc.pm,runPmx.py -x dmr.xml -p dram_rapl -tM 60 -M 5 --retry_count 2,22018499062,22018499062,DRAM RAPL Telemetry Reporting Verification,2,22020938598,2025-09-11,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Algorithm & Functionality,22022421805,Bios Configuration for root/leaf socket,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708892,14019708892,Bios Configuration for root/leaf socket,2,22020938888,2025-09-24,pm.pmutils.platform_rapl,pm.pmutils.platform_rapl | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Algorithm & Functionality,22022421807,Multi Socket case - Verification of HPM message root/leaf,rejected,virtual_platform,yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708898,14019708898,Multi Socket case - Verification of HPM message root/leaf,1,14022141577,2025-07-15,thermalManagement.py,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Algorithm & Functionality,22022421808,Sweep Platform rapl limits,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708888,14019708888,Sweep Platform rapl limits,10,22021635431,2026-05-16,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,psys_pmax.py | python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Algorithm & Functionality,22022421811,Verify capability to change rapl limits to custom-defined ones,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708882,14019708882,Verify capability to change rapl limits to custom-defined ones,13,22021635514,2026-04-03,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,psys_pmx.py | python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Algorithm & Functionality,16030715660,[PSS]Platform RAPL / PSYS ZBB Negative Checks,open,,,vst.fv,,,,,0,,,,,no-from-id
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Cross-products,22022421814,Psys x Core Traffic x IO Traffic,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -p core_power -p cpu_traffic -H 1 -M 5,14019708961,14019708961,Psys x Core Traffic x IO Traffic,25,22022615314,2026-06-30,python runPmx.py -x dmr.xml -p platform_rapl -p core_power -p cpu_traffic -H 1 -M 5,psys_pmx.py | python runPmx.py -x dmr.xml -p platform_rapl -p core_power -p cpu_traffic -H 1 -M 5 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Fuse and Bios knobs,22022421818,CSR (bios) interface,rejected,"silicon,virtual_platform",yes,soc.pm,,14019708774,14019708774,CSR (bios) interface,2,22020938601,2025-09-17,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Fuse and Bios knobs,22022421821,Platform RAPL Fuse checkout,rejected,"silicon,virtual_platform",yes,soc.pm,flexconPM.py,14019708745,14019708745,Platform RAPL Fuse checkout,2,22020938890,2025-08-28,psys_pmx.py,psys_pmx.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL HPM,22022421822,HPM message verification for psys,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708952,14019708952,HPM message verification for psys,2,22020938891,2025-08-28,,thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys SVID Reporting Verification,22022421824,Psys IMON Addressing and Telemetry,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708867,14019708867,Psys IMON Addressing and Telemetry,2,22020938602,2025-09-16,psys_pmx.py,platform_rapl.py | psys_pmx.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys SVID Reporting Verification,22022421827,VR14 based VRs/SVID measurements & reporting,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708869,14019708869,VR14 based VRs/SVID measurements & reporting,2,22020938603,2025-12-09,psys_pmx.py,psys_pmx.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Registers & Reporting: CSR & TPMI,22022421829,Energy status reporting,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708915,14019708915,Energy status reporting,2,22020938605,2025-09-16,psys_pmx.py,psys_pmx.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Registers & Reporting: CSR & TPMI,22022421837,PLR and PEM Verification,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708934,14019708934,PLR and PEM Verification,2,22020938610,2025-09-17,psys_pmx.py,psys_pmx.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Registers & Reporting: CSR & TPMI,22022421839,PPL1/PPL2 limits,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708902,14019708902,PPL1/PPL2 limits,4,14025295644,2025-12-09,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,psys_pmx.py | python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5 | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Registers & Reporting: CSR & TPMI,22022421841,Perf status,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708930,14019708930,Perf status,2,22020938606,2025-08-28,psys_pmx.py,psys_pmx.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Registers & Reporting: CSR & TPMI,22022421844,Platform Power Info,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708924,14019708924,Platform Power Info,2,22020938607,2025-09-17,psys_pmx.py,psys_pmx.py | thermalManagement.py,direct
[NWP PM] RAPL (Running Average Power Limit,[NWP PM] Platform / Psys RAPL,Psys RAPL Registers & Reporting: CSR & TPMI,22022421849,Psys cross oobmsm,rejected,"silicon,virtual_platform",yes,soc.pm,python runPmx.py -x dmr.xml -p platform_rapl -H 1 -M 5,14019708942,14019708942,Psys cross oobmsm,2,22020938892,2025-08-28,,thermalManagement.py,direct
